Faculty Name,Faculty Title,Faculty ID,Department,College,Website Link
Jesseca Lightbourne,Adjunct Faculty,2847,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jes0369#current-teaching
Jessica N. Stone,Adjunct Faculty,2848,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jnn0033#current-teaching
Jill Denniston,Adjunct Faculty,2849,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jca0097#current-teaching
Jody Terrell,Adjunct Faculty,2850,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jct0046#current-teaching
Kathleen Wiggins,Adjunct Faculty,2851,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kw1213#current-teaching
Kellie Nix,Adjunct Faculty,2852,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kan0089#current-teaching
Kelly C. Wilson,Adjunct Faculty,2853,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kcs0183#current-teaching
Kori Gorman,Adjunct Faculty,2854,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ksf0083#current-teaching
Lucy V. Gafford,Adjunct Faculty,2855,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lvc0003#current-teaching
Maryellen Dennis,Adjunct Faculty,2856,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=md0920#current-teaching
Miguel Lozano Garcia,Adjunct Faculty,2857,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ml1361#current-teaching
Ramakrishna P. Koganti,Adjunct Faculty,2858,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rpk0041#current-teaching
Rebecca L. Partridge,Adjunct Faculty,2859,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rlp0192#current-teaching
Rekha Pudur,Adjunct Faculty,2860,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rp0235#current-teaching
Ryan R. Cole,Adjunct Faculty,2861,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rrc0064#current-teaching
Sharon Cager,Adjunct Faculty,2862,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=skc0228#current-teaching
Sonia R. Redwine,Adjunct Faculty,2863,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=srr0192#current-teaching
Sze Sze Tong,Adjunct Faculty,2864,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sst0008#current-teaching
Tyra Watts,Adjunct Faculty,2865,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tw0301#current-teaching
Virgil N. Adkins,Adjunct Faculty,2866,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=vna0011#current-teaching
Constance Richard,Assistant Professor,2867,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=car0593#current-teaching
Kaiqi Zhou,Assistant Professor,2868,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kz0070#current-teaching
Sara Park,Assistant Professor,2869,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sp3725#current-teaching
Shyamkumar Sriram,Assistant Professor,2870,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ss1307#current-teaching
Bradley W. McDaniels,Associate Professor,2871,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bwm0080#current-teaching
Chisom N. Iwundu,Associate Professor,2872,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cno0053#current-teaching
Dalia Chowdhury,Associate Professor,2873,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=dc1134#current-teaching
Denise E. Catalano,Associate Professor,2874,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=dec0085#current-teaching
Gayle L. Prybutok,Associate Professor,2875,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=glp0057#current-teaching
Liam O'Neill,Associate Professor,2876,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lo0031#current-teaching
Rachita Sharma,Chair,2877,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rs0314#current-teaching
Benedict K. Jikong,Clinical Assistant Professor,2878,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bkj0074#current-teaching
Katelyn Matkin,Clinical Assistant Professor,2879,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kjm0406#current-teaching
Melissa Gaa,Clinical Assistant Professor,2880,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mmg0007#current-teaching
Naomi Meier,Clinical Assistant Professor,2881,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=nmm0007#current-teaching
Andrea Traylor,Lecturer,2882,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=art0255#current-teaching
Jamar Booth,Lecturer,2883,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jb1425#current-teaching
Mary Shuma Rudberg,Lecturer,2884,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ms2044#current-teaching
Paula H. Garland,Principal Lecturer,2885,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=pjh0057#current-teaching
Ami R. Moore,Professor,2886,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=am0099#current-teaching
Brenda L. Barrio,Professor,2887,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=blb0077#current-teaching
Elias Mpofu,Professor,2888,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=em0528#current-teaching
Julia E. Heck,Professor,2889,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jeh0427#current-teaching
Arthur Chaminuka,Teaching Fellow,2890,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=asc0203#current-teaching
Bailey Wynne,Teaching Fellow,2891,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=dt0208#current-teaching
Chelsey McFarland,Teaching Fellow,2892,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cm1494#current-teaching
Claire Dunnuck,Teaching Fellow,2893,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cfa0029#current-teaching
John Wesenberg,Teaching Fellow,2894,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jmw0401#current-teaching
Mumtahina Obaid,Teaching Fellow,2895,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mo0336#current-teaching
Renata Komalasari,Teaching Fellow,2896,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rk0424#current-teaching
Rifat Afrin,Teaching Fellow,2897,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ra0605#current-teaching
Rongfang Zhan,Teaching Fellow,2898,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rz0069#current-teaching
Wendy Mincer,Teaching Fellow,2899,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=wfm0021#current-teaching
James Mcneil,Visiting Lecturer,2900,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jfm0153#current-teaching
Tamara Suzanne Knapp-Grosz,Visiting Lecturer,2901,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tsk0045#current-teaching
Alicia Ward,Adjunct Faculty,2902,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=alw0552#current-teaching
Amy M. Mayes,Adjunct Faculty,2903,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=am1840#current-teaching
Bernadette Josephs,Adjunct Faculty,2904,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bmj0131#current-teaching
Cristina Parsons,Adjunct Faculty,2905,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=csp0177#current-teaching
Dereka L. Hall,Adjunct Faculty,2906,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=dh0487#current-teaching
Jennifer D. Middleton,Adjunct Faculty,2907,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jm0731#current-teaching
Jennifer Nichols,Adjunct Faculty,2908,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jn0426#current-teaching
Jeremeka Mcbride,Adjunct Faculty,2909,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jhm0172#current-teaching
Landon A. Gregg,Adjunct Faculty,2910,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lag0163#current-teaching
Leon Theodore,Adjunct Faculty,2911,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lgt0037#current-teaching
Linsey Schafer,Adjunct Faculty,2912,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lks0175#current-teaching
Louise W. Ferrill,Adjunct Faculty,2913,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lmb0198#current-teaching
Lucille A. Armstrong,Adjunct Faculty,2914,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=laa0190#current-teaching
Madalyn Worley,Adjunct Faculty,2915,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mlw0501#current-teaching
Mallory Williams,Adjunct Faculty,2916,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mcw0251#current-teaching
Mansi Patel,Adjunct Faculty,2917,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mp1834#current-teaching
Marilyn Parrish,Adjunct Faculty,2918,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mep0265#current-teaching
Mia Kirby,Adjunct Faculty,2919,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mk0634#current-teaching
Michelle Larson,Adjunct Faculty,2920,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mnl0018#current-teaching
Regina Fruge,Adjunct Faculty,2921,Social Work,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rmf0126#current-teaching
