Faculty Name,Faculty Title,Faculty ID,Department,College,Website Link
Suliman M. Hawamdeh,Professor,1107,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=smh0331#current-teaching
Tricia A. Kuon,Senior Lecturer,1108,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=tak0124#current-teaching
Abdullah Alenezi,Teaching Fellow,1109,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=aha0066#current-teaching
Abdullah Gadi,Teaching Fellow,1110,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=ag0839#current-teaching
Abidemi Atolagbe-Olaoye,Teaching Fellow,1111,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=aa1316#current-teaching
Ahmed Bukhari,Teaching Fellow,1112,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=ab0771#current-teaching
Alqahtani Sameer,Teaching Fellow,1113,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=sa0965#current-teaching
Chinami McLain,Teaching Fellow,1114,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=cm0464#current-teaching
Daniel Agbaji,Teaching Fellow,1115,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=daa0194#current-teaching
Diana Colby,Teaching Fellow,1116,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=dlc0267#current-teaching
Fatemeh (Ava) Hajian,Teaching Fellow,1117,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=fh0141#current-teaching
Hesam Akbari,Teaching Fellow,1118,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=ha0628#current-teaching
James Faulkner,Teaching Fellow,1119,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=jdf0216#current-teaching
Lacy Molina,Teaching Fellow,1120,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=lnm0124#current-teaching
Lydia Oladapo,Teaching Fellow,1121,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=llo0030#current-teaching
Manar Alsaid,Teaching Fellow,1122,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=mta0088#current-teaching
Md Rabbani,Teaching Fellow,1123,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=mgr0140#current-teaching
Merrion Dale,Teaching Fellow,1124,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=jmd0501#current-teaching
Mimi Byun,Teaching Fellow,1125,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=mkb0256#current-teaching
Monica Zhang,Teaching Fellow,1126,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=xz0130#current-teaching
Nayana Pampapura Madali,Teaching Fellow,1127,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=np0208#current-teaching
Pranathy Enamela,Teaching Fellow,1128,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=pe0033#current-teaching
Rashid Mohotarema,Teaching Fellow,1129,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=mr1639#current-teaching
Rosa A. Malave,Teaching Fellow,1130,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=ram0113#current-teaching
Sergio Coronado,Teaching Fellow,1131,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=sic0026#current-teaching
Stacie Milburn,Teaching Fellow,1132,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=smo0047#current-teaching
Velverthi Navya,Teaching Fellow,1133,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=nv0177#current-teaching
Yeter Esener,Teaching Fellow,1134,Information Science,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=yye0005#current-teaching
Adil Khan,Adjunct Faculty,1135,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=aak0079#current-teaching
Alaina Doyle,Adjunct Faculty,1136,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=amd0123#current-teaching
Blair B. Copeland,Adjunct Faculty,1137,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=copeland#current-teaching
Carole Jurkiewicz,Adjunct Faculty,1138,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=cj0391#current-teaching
Frank W. Kellner,Adjunct Faculty,1139,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=fk0064#current-teaching
Jenny S. Wakefield,Adjunct Faculty,1140,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=jsw0130#current-teaching
Joshua W. Tabor,Adjunct Faculty,1141,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=jt0010#current-teaching
Karen M. Lackey,Adjunct Faculty,1142,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=kml0206#current-teaching
Monica Surrency,Adjunct Faculty,1143,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=mjs0438#current-teaching
Orhan Curaoglu,Adjunct Faculty,1144,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=oc0163#current-teaching
Samantha Norton,Adjunct Faculty,1145,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=smh0539#current-teaching
Sara Reynolds,Adjunct Faculty,1146,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=sk1212#current-teaching
Tania Heap,Adjunct Faculty,1147,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=tph0050#current-teaching
Tekeisha D. Zimmerman,Adjunct Faculty,1148,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=tdp0083#current-teaching
Aleshia T. Hayes,Assistant Professor,1149,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=ath0126#current-teaching
Fred C. McMahan,Assistant Professor,1150,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=tcm0025#current-teaching
Jenny Ji,Assistant Professor,1151,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=hj0352#current-teaching
Ji Hyun Yu,Assistant Professor,1152,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=jy0373#current-teaching
Jingwen He,Assistant Professor,1153,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=jh1772#current-teaching
Li Cheng,Assistant Professor,1154,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=lc0912#current-teaching
Regina Kaplan-Rakowski,Assistant Professor,1155,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=rk0442#current-teaching
John R. Turner,Associate Professor,1156,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=jrt0169#current-teaching
Karen R. Johnson,Associate Professor,1157,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=krj0084#current-teaching
Lauren M. Eutsler,Associate Professor,1158,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=lme0080#current-teaching
Rose M. Baker,Associate Professor,1159,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=rmb0252#current-teaching
Youngjin Lee,Associate Professor,1160,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=yl0611#current-teaching
Xun Ge,Chair,1161,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=xg0073#current-teaching
Deborah P. Cockerham,Clinical Assistant Professor,1162,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=dpc0075#current-teaching
Tai-Yi Huang,Lecturer,1163,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=th0052#current-teaching
Gerald Knezek,Professor,1164,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=gknezek#current-teaching
Scott J. Warren,Professor,1165,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=sjw0117#current-teaching
Tandra L. Tyler-Wood,Professor,1166,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=tlt0031#current-teaching
Yuan-Hsuan Lee,Professor,1167,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=yl0819#current-teaching
Yunjo An,Professor,1168,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=ya0172#current-teaching
Alex A. Matthews,Teaching Fellow,1169,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=jam0876#current-teaching
Imonitie Atamenwan,Teaching Fellow,1170,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=ioa0011#current-teaching
Sharon N'Dolo,Teaching Fellow,1171,Learning Technologies,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=snn0063#current-teaching
Francesca Cape,Adjunct Faculty,1172,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=fc0041#current-teaching
Ken Decker,Adjunct Faculty,1173,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=kdd0132#current-teaching
Lisa R. Jeon,Adjunct Faculty,1174,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=lrj0012#current-teaching
Nicholas A. Lester,Adjunct Faculty,1175,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=nal0025#current-teaching
Peter E. Schuelke,Adjunct Faculty,1176,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=pes0007#current-teaching
Rosalia Dutra,Adjunct Faculty,1177,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=rd0005#current-teaching
Frederik Hartmann,Assistant Professor,1178,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=fh0183#current-teaching
Xian Zhang,Associate Professor,1179,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=xz0142#current-teaching
William N. Salmon,Chair,1180,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=wns0002#current-teaching
Konstantia Kapetangianni,Principal Lecturer,1181,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=kk0336#current-teaching
Sarah K. Crowder,Principal Lecturer,1182,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=skc0019#current-teaching
Dorian Roehrs,Professor,1183,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=dr0130#current-teaching
Patricia Cukor-Avila,Professor,1184,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=pcavila#current-teaching
Sadaf Munshi,Professor,1185,Linguistics,College of Information,https://facultyinfo.unt.edu/faculty-profile?profile=sm0353#current-teaching
Albert Bimper,Dean,1186,,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ayb0040#current-teaching
Jennifer A. Palcich,,1187,Administrative Area,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jh0315#current-teaching
Jessica Guerra,Adjunct Faculty,1188,Aerospace Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jg1760#current-teaching
Justin Perez,Adjunct Faculty,1189,Aerospace Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jmp0676#current-teaching
Melissa Matu'u,Adjunct Faculty,1190,Aerospace Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mkm0363#current-teaching
Paul G. Frisinger,Adjunct Faculty,1191,Aerospace Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=pgf0019#current-teaching
Sarah Ann Garvin,Adjunct Faculty,1192,Aerospace Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sag0341#current-teaching
Matthew Campise,Chair,1193,Aerospace Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mc1715#current-teaching
Kenneth James,Lecturer,1194,Aerospace Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kj0492#current-teaching
Jody Addison,Professor,1195,Aerospace Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ja0440#current-teaching
Carla K. Paschal,Adjunct Faculty,1196,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ckp0037#current-teaching
Carrie A. Perkins,Adjunct Faculty,1197,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cah0283#current-teaching
Elizabeth Camacho,Adjunct Faculty,1198,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=erc0174#current-teaching
Giamarqo Giamarqo,Adjunct Faculty,1199,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=gg0362#current-teaching
Hannah Macintyre,Adjunct Faculty,1200,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=hem0008#current-teaching
Kara B. Griffin,Adjunct Faculty,1201,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kbf0003#current-teaching
Kelly A. McFarland,Adjunct Faculty,1202,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kah0008#current-teaching
Kelsey Lee,Adjunct Faculty,1203,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kel0195#current-teaching
Kimberly T. Wren,Adjunct Faculty,1204,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ktw0060#current-teaching
Lauren Scott,Adjunct Faculty,1205,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lcs0147#current-teaching
Natalie Morrissey,Adjunct Faculty,1206,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=nnm0036#current-teaching
Shannon Cronin,Adjunct Faculty,1207,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sbc0110#current-teaching
Zachary Prater,Adjunct Faculty,1208,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=zlp0012#current-teaching
Chelsea Hunter,Assistant Professor,1209,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ceh0222#current-teaching
Karine Narahara,Assistant Professor,1210,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kn0430#current-teaching
Andrew S. Nelson,Associate Professor,1211,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=asn0037#current-teaching
Doug Henry,Chair,1212,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mdh0018#current-teaching
Susan E. Squires,Modified Service Retiree,1213,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ses0345#current-teaching
Alicia Re Cruz,Professor,1214,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=car0001#current-teaching
Christina Wasson,Professor,1215,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cw0054#current-teaching
Lisa R. Henry,Professor,1216,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lrh0004#current-teaching
Mariela E. Nunez-Janes,Professor,1217,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=men0019#current-teaching
Jamie K. Johnson,Senior Lecturer,1218,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jkj0007#current-teaching
Jara M. Carrington,Senior Lecturer,1219,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jmc0150#current-teaching
Melissa A. Nelson,Senior Lecturer,1220,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=man0170#current-teaching
Keith W. Brown,Staff,1221,Anthropology,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kwb0001#current-teaching
Angela L. Brewer,Adjunct Faculty,1222,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=alb0124#current-teaching
Bailey J. Parrish,Adjunct Faculty,1223,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bjp0134#current-teaching
Bethany Farmer,Adjunct Faculty,1224,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bnf0051#current-teaching
Christopher Knievel,Adjunct Faculty,1225,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=csk0069#current-teaching
Gina Laughlin,Adjunct Faculty,1226,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=gas0022#current-teaching
Jennifer M. Gray,Adjunct Faculty,1227,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jdm0031#current-teaching
Joaquin Torre Jr,Adjunct Faculty,1228,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jvt0023#current-teaching
John O'Connor,Adjunct Faculty,1229,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jco0076#current-teaching
Melodee L. Sova,Adjunct Faculty,1230,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mls0337#current-teaching
Rebecca Boneau,Adjunct Faculty,1231,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rdb0137#current-teaching
Rowdy Farmer,Adjunct Faculty,1232,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rdf0092#current-teaching
Elizabeth Melton,Assistant Professor,1233,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=emm0412#current-teaching
Sasha J. Sanders,Assistant Professor,1234,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sjs0424#current-teaching
Iftekhar Ahmed,Associate Professor,1235,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ia0093#current-teaching
Joseph McGlynn,Associate Professor,1236,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jm0055#current-teaching
Justin Trudeau,Associate Professor,1237,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jt0137#current-teaching
Mark J. Hlavacik,Associate Professor,1238,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mjh0312#current-teaching
Megan E. Morrissey,Associate Professor,1239,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mem0451#current-teaching
Zuoming Wang,Associate Professor,1240,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=zw0024#current-teaching
Suzanne M. Enck,Chair,1241,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sme0081#current-teaching
Holley A. Vaughn,Principal Lecturer,1242,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=hav0003#current-teaching
Karen A. Anderson-Lain,Principal Lecturer,1243,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kaa0087#current-teaching
Lori Byers,Principal Lecturer,1244,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lab0032#current-teaching
Brian A. Lain,Professor,1245,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bal0014#current-teaching
Brian K. Richardson,Professor,1246,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bkr0016#current-teaching
Erin A. O'Connor,Senior Lecturer,1247,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=eao0082#current-teaching
Louis Petit,Senior Lecturer,1248,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lp0128#current-teaching
Joshua Brandon,Teaching Fellow,1249,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jrb0493#current-teaching
Andrew Davis,Visiting Assistant Professor,1250,Communication Studies,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=agd0158#current-teaching
Shannon Smith,,1251,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sas0696#current-teaching
Alexi Sinclair,Adjunct Faculty,1252,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ajs0732#current-teaching
Angela Malone,Adjunct Faculty,1253,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=adb0049#current-teaching
Annalise Boydston,Adjunct Faculty,1254,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=amb0450#current-teaching
Cynthia Beene,Adjunct Faculty,1255,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cb0802#current-teaching
Daniel Garcia,Adjunct Faculty,1256,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=dg1057#current-teaching
Dori R. Leeman,Adjunct Faculty,1257,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=drl0114#current-teaching
Emi Matsushita,Adjunct Faculty,1258,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=elm0272#current-teaching
Emily Jensen,Adjunct Faculty,1259,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ecj0064#current-teaching
Gina Weber,Adjunct Faculty,1260,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=gw0134#current-teaching
Hadley Voss,Adjunct Faculty,1261,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=hcv0023#current-teaching
Jake Blakeman,Adjunct Faculty,1262,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jpb0221#current-teaching
Jocelyn Schimpf,Adjunct Faculty,1263,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jvs0031#current-teaching
Julie E. Brinker,Adjunct Faculty,1264,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jeb0396#current-teaching
Kjirsten A. Hagedorn,Adjunct Faculty,1265,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kh0579#current-teaching
Lisa M. Devine,Adjunct Faculty,1266,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lmd0235#current-teaching
Nic McMinn,Adjunct Faculty,1267,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rm1942#current-teaching
Nick Cutelli,Adjunct Faculty,1268,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ncc0101#current-teaching
Nick Lynch-Voris,Adjunct Faculty,1269,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ncl0056#current-teaching
Sarah Tran,Adjunct Faculty,1270,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tt0250#current-teaching
Zoe Settle,Adjunct Faculty,1271,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=zms0051#current-teaching
Robert A. Hess,Associate Professor,1272,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rah0249#current-teaching
Steven J. Wolverton,Chair,1273,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sjw0095#current-teaching
Alex Heder,Lecturer,1274,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ah1809#current-teaching
Amelia Otto,Lecturer,1275,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ao0432#current-teaching
Matthew C. Mckinney,Lecturer,1276,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mcm0500#current-teaching
Nathan I. Autrey,Lecturer,1277,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=nia0004#current-teaching
Reyna S. Mondragon,Lecturer,1278,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=msr0155#current-teaching
Sarah L. Rutan,Lecturer,1279,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=slr0334#current-teaching
Whitney L. Geldon,Lecturer,1280,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=wlb0085#current-teaching
Donna M. Marquet,Principal Lecturer,1281,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=dmm0381#current-teaching
Adam H. Chamberlin,Professor,1282,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ahc0046#current-teaching
Lorenzo Garcia,Professor,1283,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lg0027#current-teaching
Marjorie Hayes,Professor,1284,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mh0011#current-teaching
Sally M. Vahle,Professor,1285,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=smv0033#current-teaching
Laura E. Berrios,Visiting Lecturer,1286,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=leb0213#current-teaching
William Stockstill,Visiting Lecturer,1287,Dance and Theatre,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=wcs0069#current-teaching
Steven L. Cobb,Academic Associate Dean,1288,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=slc0014#current-teaching
